mode,sample,request_to_window_server_visible_ms
reopen,1,73.042
reopen,2,56.462
reopen,3,58.214
reopen,4,64.018
reopen,5,61.807
reopen,6,48.398
reopen,7,50.568
reopen,8,60.915
reopen,9,47.220
reopen,10,52.092
reopen,11,64.972
reopen,12,62.711
reopen,13,45.509
reopen,14,53.097
reopen,15,54.303
reopen,16,68.980
reopen,17,42.182
reopen,18,49.195
reopen,19,55.305
reopen,20,58.503
