mode,sample,request_to_window_server_visible_ms
reopen,1,58.217
reopen,2,47.699
reopen,3,45.522
reopen,4,57.727
reopen,5,42.587
reopen,6,56.328
reopen,7,50.947
reopen,8,66.425
reopen,9,68.103
reopen,10,52.516
reopen,11,63.374
reopen,12,73.704
reopen,13,67.721
reopen,14,143.997
reopen,15,43.922
reopen,16,42.655
reopen,17,51.978
reopen,18,40.376
reopen,19,43.921
reopen,20,58.864
