mode,sample,request_to_window_server_visible_ms
reopen,1,51.731
reopen,2,79.419
reopen,3,75.265
reopen,4,67.183
reopen,5,71.986
reopen,6,66.189
reopen,7,46.785
reopen,8,55.445
reopen,9,46.188
reopen,10,44.268
reopen,11,45.632
reopen,12,48.608
reopen,13,46.990
reopen,14,66.978
reopen,15,69.583
reopen,16,70.062
reopen,17,76.847
reopen,18,153.683
reopen,19,58.623
reopen,20,79.760
