mode,sample,request_to_window_server_visible_ms
reopen,1,56.106
reopen,2,68.699
reopen,3,63.243
reopen,4,64.019
reopen,5,58.101
reopen,6,74.524
reopen,7,63.796
reopen,8,114.129
reopen,9,70.490
reopen,10,73.101
reopen,11,74.349
reopen,12,74.828
reopen,13,66.097
reopen,14,70.205
reopen,15,56.466
reopen,16,72.191
reopen,17,70.249
reopen,18,62.016
reopen,19,184.797
reopen,20,65.265
