mode,sample,request_to_window_server_visible_ms
reopen,1,189.738
reopen,2,38.313
reopen,3,48.721
reopen,4,77.707
reopen,5,44.299
reopen,6,40.176
reopen,7,95.867
reopen,8,46.137
reopen,9,58.458
reopen,10,45.624
reopen,11,44.336
reopen,12,43.758
reopen,13,77.951
reopen,14,48.631
reopen,15,49.757
reopen,16,38.696
reopen,17,39.736
reopen,18,58.767
reopen,19,55.423
reopen,20,39.298
