mode,sample,request_to_window_server_visible_ms
reopen,1,49.191
reopen,2,67.451
reopen,3,76.463
reopen,4,37.440
reopen,5,44.338
reopen,6,34.108
reopen,7,36.882
reopen,8,46.318
reopen,9,71.945
reopen,10,56.011
reopen,11,69.653
reopen,12,65.849
reopen,13,53.970
reopen,14,48.846
reopen,15,80.068
reopen,16,77.495
reopen,17,44.478
reopen,18,50.014
reopen,19,52.366
reopen,20,44.634
