mode,sample,request_to_window_server_visible_ms
reopen,1,48.340
reopen,2,68.078
reopen,3,54.811
reopen,4,44.244
reopen,5,43.056
reopen,6,59.286
reopen,7,46.007
reopen,8,52.778
reopen,9,81.205
reopen,10,60.516
reopen,11,83.906
reopen,12,76.217
reopen,13,69.924
reopen,14,50.020
reopen,15,79.813
reopen,16,52.284
reopen,17,50.462
reopen,18,54.848
reopen,19,47.564
reopen,20,48.291
