mode,sample,request_to_window_server_visible_ms
reopen,1,99.426
reopen,2,64.151
reopen,3,80.367
reopen,4,61.294
reopen,5,62.939
reopen,6,65.669
reopen,7,83.837
reopen,8,88.210
reopen,9,82.534
reopen,10,91.424
reopen,11,83.870
reopen,12,83.609
reopen,13,91.194
reopen,14,58.733
reopen,15,49.188
reopen,16,42.246
reopen,17,41.823
reopen,18,40.292
reopen,19,39.406
reopen,20,69.447
