mode,sample,request_to_window_server_visible_ms
reopen,1,49.506
reopen,2,73.137
reopen,3,73.050
reopen,4,54.667
reopen,5,68.183
reopen,6,58.580
reopen,7,73.870
reopen,8,140.012
reopen,9,72.187
reopen,10,72.388
reopen,11,61.671
reopen,12,66.426
reopen,13,47.685
reopen,14,45.869
reopen,15,73.074
reopen,16,52.075
reopen,17,46.358
reopen,18,56.697
reopen,19,72.330
reopen,20,72.319
