mode,sample,request_to_window_server_visible_ms
reopen,1,193.369
reopen,2,42.900
reopen,3,46.147
reopen,4,86.886
reopen,5,47.421
reopen,6,51.905
reopen,7,67.384
reopen,8,48.932
reopen,9,49.581
reopen,10,93.648
reopen,11,47.611
reopen,12,42.036
reopen,13,68.386
reopen,14,46.358
reopen,15,44.465
reopen,16,65.461
reopen,17,47.617
reopen,18,39.807
reopen,19,86.934
reopen,20,43.779
