mode,sample,request_to_window_server_visible_ms
reopen,1,185.298
reopen,2,72.393
reopen,3,76.439
reopen,4,51.162
reopen,5,66.830
reopen,6,79.108
reopen,7,68.772
reopen,8,184.250
reopen,9,69.645
reopen,10,82.917
reopen,11,65.022
reopen,12,71.044
reopen,13,67.594
reopen,14,69.441
reopen,15,52.014
reopen,16,80.734
reopen,17,66.147
reopen,18,76.450
reopen,19,74.406
reopen,20,82.397
