mode,sample,request_to_window_server_visible_ms
reopen,1,95.595
reopen,2,50.181
reopen,3,66.787
reopen,4,59.630
reopen,5,51.900
reopen,6,49.342
reopen,7,55.010
reopen,8,58.053
reopen,9,61.577
reopen,10,55.360
reopen,11,50.014
reopen,12,43.689
reopen,13,51.974
reopen,14,62.132
reopen,15,40.643
reopen,16,56.885
reopen,17,50.124
reopen,18,43.316
reopen,19,55.294
reopen,20,43.713
